name	review	date_posted	star	review_id	latitude	longitude	url	alamat	website	scraped_time
Vivi Bahruddin		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUNmbDhPTkRREAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Vania Christy		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUNmbE5xZUJBEAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
surachman nugroho		setahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSUNmcE51VV9RRRAB	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Tjiong Sandy		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUR2NzlpWFNBEAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Sarry Wulandari		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUR2cjVlSEFREAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
fitri mariana		setahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSUR2cl91RG5BRRAB	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Aldian Koesherwinda		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUR2ek1iTUtnEAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
wisnu triguna		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUR2aUtPaUtnEAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Yan Daniel		setahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSUR2Z0lxUV93RRAB	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
rusly paulima		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUN2OWM2a0l3EAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Christophorus Felix		setahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSUN2aWJmeDZnRRAB	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Kho Nicko		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUN2dnNpTVhREAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
hendra susanto		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUN2N3YtemF3EAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
FERRY ARIFIN		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUN2N3QyNWNREAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Yoga Wijaya		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUN2N295V1F3EAE	-6.086098	106.733823	https://www.google.com/maps/place/Vinfast+PIK+Pantai+Indah+Kapuk/data=!4m7!3m6!1s0x2e6a1d1363e778cf:0x86f3fcbe16fe1845!8m2!3d-6.0860982!4d106.7338286!16s%2Fg%2F11vrr9fw4z!19sChIJz3jnYxMdai4RRRj-Fr7884Y?authuser=0&hl=id&rclk=1	Soho Ebony, Jl. Laksamana Yos Sudarso Pantai Indah Kapuk PIK Blok A 15 & 16, Kamal Muara, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470	dealervinfastjakarta.com	14/08/2026 10:45:50
Pojok mainan	Jgn gembar gembor free chrger, saya sudah beli tetapi gak bisa di pake, alasan lg maintenec tapi udah seminggu lebih gak ada solusi	6 bulan lalu	1 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tRd1RqaEpkR1pRV0RSR1JsVkdXbWxsVVhoUVlYYxAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Arya Herutjakra	"Saya pelanggan Taxi Vinfast memberikan masukan sebagai berikut:
1. Tidak tau jalan.
2. Mobil kotor …"	setahun lalu	1 bintang	ChdDSUhNMG9nS0VNUEI3OUgxak1QTGlBRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Cc blla	wahhh bagus showroomnya , di bantu layani dengan michael sangat informatif	setahun lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25ScFlWVktaR3AxZVZKWGJFNW9aSEoxWVhWd0xYYxAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Valencia Rosaline	Saya senang dilayani dengan mas michael dibantu jelasin mengenai vinfast vf3	setahun lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25VMlluZEJkWEU0YlVneGNIbFBUbGN6VFdkSFduYxAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
arcst	mike sangat ramah informatif dan sangat ber attitude baik, dari yang gapaham vinfast sampai minat banget sama brand ini, thanks mike bintang lima	setahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSURfLVp2aTBBRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Fajar Hidayat	Beritanya dari segala sudut tampil dengan apik	8 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tWTVExaDJlV3hOY1U5RFdtUlhORFEyUWpOTVNsRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
putri	wah showroom nya bagus sangat senang di layani mas michael	setahun lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2pGb1RWOVRNRVZNV2pFMVIwVkdibTlVYjNWNmFHYxAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Keyshifa Trah	sangat senang dilayani dengan mas michael ☺️	setahun lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT210d1dYaDJVMUJRUTBwc1RVOTJOMVl0T1ZRd1JHYxAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
reno hidayat	Dilayani oleh mas michael sangat informatif	setahun lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2kwMlRtazFUbGhyY1hSNE9HWXlTQzFaZDNWbVpuYxAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
biyan argantara	Model Futuristik CarCity	setahun lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25saFNEQmlkMUIyTURkVmJYWklOMm90TmpSMVNYYxAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Willy Chandra	Para pengemudinya sangat ceroboh. Tidak heran banyak kecelakaan yang melibatkan perusahaan ini.	7 bulan lalu	1 bintang	Ci9DQUlRQUNvZENodHljRjlvT2xNdGIzazJXbXR1YjFKVk5VeDBRbTgwY214T2RFRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Mèo Bill	Mobil yang bagus	5 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT21WWWRXUk9jV0U0YzJ0aE1uTm5hazgwVEVkU2JHYxAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Vẹn Phan Minh (Kỹ sư Vẹn)	Besar	7 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2sxVkxVSlBVbWR6TUU5dVFVcEVjVU5ZYlZSVVpGRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
ayunda agustine	Keren Vinfast	setahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSURmeFoyOGpBRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Kwa Chen Lien		11 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25kclFVSjJTbVJ3V0dSV1luRnZNSGhtVGtWTmVrRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Alexander Wong		setahun lalu	5 bintang	ChZDSUhNMG9nS0VKX0F2czJPOF9Idk9BEAE	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
A_Marseko		setahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnTURJM095RWpBRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Markus Calvin		setahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSURmN0xYeDh3RRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Yosua Febrian		setahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSURmalBlR0dREAE	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Trang Minh		2 tahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSUNUaTRxb3RnRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
Silver오빠		2 tahun lalu	5 bintang	ChZDSUhNMG9nS0VJQ0FnSUQ5NWF1Y1J3EAE	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
S Purtxxx		2 tahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSURkeHVlRjFnRRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
maureen ravenska		2 tahun lalu	5 bintang	ChdDSUhNMG9nS0VJQ0FnSUR0aDVDS3J3RRAB	-6.086303	106.733483	https://www.google.com/maps/place/Vinfast+mobil+listrik+showroom+PIK/data=!4m7!3m6!1s0x2e6a1d004509bfbb:0xbf57ab67c9719332!8m2!3d-6.0863032!4d106.7334879!16s%2Fg%2F11vsh_24bx!19sChIJu78JRQAdai4RMpNxyWerV78?authuser=0&hl=id&rclk=1	Jl. Laksamana Yos Sudarso No.16, DKI Jakarta 14470		14/08/2026 10:46:28
billy	JANGAN BELI DISINI!!! Beli VF3 + asuransi alrisk OONA langsung gw bayar lunas via sales, setelah 3 bulan kemudian ketauan ASURANSI MASIH NON AKTIF karna BELUM DIBAYAR!!  Mobil ke TIMPA PAPAN PELANG VINFAST PENYOK dan RUSAK ganti rugi GA JELAS, mau ke asuransi DILARANG ternyata karna ASURANSINYA BELOM DI BAYARKAN ke ASURANSI!!!	5 bulan lalu	1 bintang	Ci9DQUlRQUNvZENodHljRjlvT25sdlJsRlBRa3h5V1dOQ01uSlNkemh6ZEZKSVpIYxAB	-6.938198	107.613365	https://www.google.com/maps/place/VINFAST+BANDUNG/data=!4m7!3m6!1s0x2e68e900246d49db:0xad1cd2c5f760bfad!8m2!3d-6.9381985!4d107.6133707!16s%2Fg%2F11lf26zh9z!19sChIJ20ltJADpaC4Rrb9g98XSHK0?authuser=0&hl=id&rclk=1	Jl. BKR No.111, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253		14/08/2026 10:47:07
Prila Ramdani	Dealer dan bengkel pelayanan terbaik dan ramah	6 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2poRU4wTXdaV295VkVWUlYxbDVSbmxMVm5KUlpFRRAB	-6.938198	107.613365	https://www.google.com/maps/place/VINFAST+BANDUNG/data=!4m7!3m6!1s0x2e68e900246d49db:0xad1cd2c5f760bfad!8m2!3d-6.9381985!4d107.6133707!16s%2Fg%2F11lf26zh9z!19sChIJ20ltJADpaC4Rrb9g98XSHK0?authuser=0&hl=id&rclk=1	Jl. BKR No.111, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253		14/08/2026 10:47:07
Sakamoto dasy	Dealer vinfast BKR sangat bagus pelayanan nya sudah ada bengkel lengkap dan nyaman	6 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tWVU9YRXlYMnN4VHpoa1ZXUTNOall5WmtnNGNFRRAB	-6.938198	107.613365	https://www.google.com/maps/place/VINFAST+BANDUNG/data=!4m7!3m6!1s0x2e68e900246d49db:0xad1cd2c5f760bfad!8m2!3d-6.9381985!4d107.6133707!16s%2Fg%2F11lf26zh9z!19sChIJ20ltJADpaC4Rrb9g98XSHK0?authuser=0&hl=id&rclk=1	Jl. BKR No.111, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253		14/08/2026 10:47:07
