name	review	date_posted	star	review_id	latitude	longitude	url	alamat	website	scraped_time
ANDRIYANA ARIFIN	Lahh ini gimana sihh vinfast sama Quality control nya, masa sasis sebelah kiri ga di Las, + mobil belok ke kiri terus padahal di sporing juga udahh, mau di benerin di dealer nya, ngomong belum ada alat nga, padahal tinggal di Las doang. Dahh Lah kapok Beli Vietnam ini, QULITASNYAN JELEK	2 bulan lalu	1 bintang	Ci9DQUlRQUNvZENodHljRjlvT2todGRrVnVZbWxhTTA1YWVqVTVjREo2TkZGdVdXYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Egii Setiawan	akses ke gudangnya sempit tapi area gudang sangat luass	5 bulan lalu	3 bintang	Ci9DQUlRQUNvZENodHljRjlvT2xGb1VEQldOMmRJVUhGdU1EWkpkVkpsWWpKU1pYYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
ryan pentol	perijinan untuk akses keluar masuk proyek terlalu dipersulit. terlebih dari pihak manajemen yang terlalu sibuk dan tidak adanya perwakilan untuk mengurus surat perijinan yang semakin mempersulit pengurusan surat keluar masuk lokasi proyek	7 bulan lalu	1 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tWQ1VrbE5XV2xGUVdweVdETjRZWFE1WkhkS0xYYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
SUCIPTO	Kehadiran Pabrik Mobil Listrik merk Vinfast di Indonesia akan menjadi perusahaan ini maju dan berkembang pesat. Teknologi dan inovasi pada kendaraan roda 4 dan roda 2 yang disajikan sangat luar biasa. Harapan besar saya Vinfast selalu berada didepan...Bravo Vinfast 💪💪💪 …	8 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT205Uk5tSk9ObWd6VTFSYVRuZFJWV2czWTA1SWJGRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Babank Go	Info min katanya ada proyek pemagaran,.sayaau ambil urugannya	sebulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT21nNVkxQm1TazFpVEZObVRqSXphM3BoWTBaMFRYYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Tarjani Jani	Semoga perusahan ini makin sukses dan produknya di terima olah masyarakat Indonesia 🤲 …	4 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2pKTmVsbGZhVEpzUTJSSFVtWTBabUpLY25wUlZWRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Rasnawi Awi	Ree schedule pupuk kujang	4 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tGcFIxa3paVGhTWm1KMGR6QnNhVmRSVWtvMGQxRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
febriyanti sihombing	Perusahaan Mobil listrik ternama yang berkantor pusat di Vietnam, semoga bisa banyak di kenal oleh masyarakat 😇 …	8 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2pOUGFrUXRhbkZZZW1sNVNUUTRUQzE1V0Zwd1pVRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Wisnu Saputra	Belum kepanggil aja udah ngeweb lama, pdhl ex Daihatsu. Semoga cepet kepanggil dan ada rejekinya disni	9 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2xkeWRFNWFWekJWV0dkZlNYVk9XaTF0VWtwNFJXYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Lukman Hakim	Vinfast lokernya buka dmna yah?	3 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT20xUWJYUnhabXBsT1dKT04zTnlOMWRxVkc4M1ZWRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Bima Gunawan	Info loker untuk yang di luar daerah jawa	2 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT21kcFVuZzJjSFJIWjNCSFNHUjVlbTVOZHpORVYxRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Wiro Sableng	Kapan ya dealer vinfast ada di Kalsel Banjarmasin	4 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25sdWFrOWpVVk5UTkVVMlUyRXdiblZQWjJOUlZIYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Cunel Cunel	Info loker nya dong	6 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2t4ZmNqaHpWRk5HT0ZKNlFqSkNVVkJNUzJjM1IwRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Aif Saepudin	Minta link atau web nya dong	6 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25FNVVGcEtaa3hPUlZGVVZHTlNhSFpGVkZWTGIzYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Sri Mulyani	Perusahaan yang luar biasa	3 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2pSSkxYSlVaMFV4VEd0NFkwZFlhMDlUWmxaV1RHYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Fakhri Hibatulloh	Semoga rezeki disini	2 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tveWVHSm9WWGhRU1VacldIQnNPR3RQYUdrdFZtYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Achmad Kurniawan	Bismillah semoga ada rezeki di sini aamiin	9 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2xnMVppMDVOMGxmTm1SVE5GcHJNVzEwVEhsak1IYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
EPRI JHONO	Pabriknya Vinfast apa sdh berdiri ya..	8 bulan lalu	4 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tOTmRuSlpSbGhrYlVsVE4xcEpSV2hSZGpsd1dIYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Uus Usnandar	Perusahaan besar automotif	9 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT21WUlUyYzFVelpxT0ZGS00zaHZXVmxuVTBST09GRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Kiki Kunaepi	Semoga rezeki disini🤲 …	9 bulan lalu	4 bintang	Ci9DQUlRQUNvZENodHljRjlvT2prNFJHNWhWelYyWkVaS2NrbHlSSFpETTBWSlNtYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Bagas Rosinante	Bismillah	6 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tGVlZtMTVWMVZtZG1OdmVYVlpUMlZzZFVsbldWRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Habibu Habibiazzaira	"TERUNTUK SATPAM YANG ADA DI JALAN BARU, YANG JAGA PADA KAMIS, 23 JULI 2026 JAM 17:40 JANGAN TEBANFG PILIH KALO MAU IKUTIN PERATURAN, KALO GAK BISA DI LALUI YA GAK BISA SEMUA, JANGAN DI SESUAIKAN SAMA WARNA HELM!!!!
PERATURAN KO DILANGGAR SENDIRI KOCAK🤣 …"	3 minggu lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT21FeWQxcDVkbmhIVWpoWFZqUTBXbGRuZFhWVGFHYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Berlinton Simanjuntak	Tempatnya strategis	3 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25aV1JHVXdlVWxrZVdWbU9XOXFSamQ1TlZsdlZtYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Jiafui Hang	Apakah Anda membutuhkan terjemahan bahasa Mandarin-Inggris?	2 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tzNFZ6SlRNWGd3VDBNM1NYTmlYemxqWkZaaVNuYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
heri sonjaya	Dukung proyek baru mobil listrik dari Vietnam	Diedit sebulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2xad2VVaDFOVlJFY2pocGJrNUxTVko1VGxkcGNWRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Duc Nguyen	Dukung Vinfast 😉 …	7 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25kNFlYVm1kbXRUU0hZNVVFcDVNemRtT0V0UlMyYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
hendri vinfastbintaro	VINFAST GO	8 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2xWbk5tSkdRa3RSWTBoMmEwVlRUVVpvY0hveE4yYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Đông Phan Quốc		2 minggu lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tkRWQxWmFUbUpDYW5NME1sOHdSbTFqYm1KTlVrRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
nguyen anh		sebulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2pkRmRWRldkMUZKWjAxMlVYZEpWMFo0TmtkMU9VRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Ahmad Sofian		2 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2xNNVdFUkROVUZLV1VwT2IwbFdXbE5DV1dWbE5WRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Doni Siswantho		2 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2pGSmVrOW1VM2h1T1VJMFdVSm9PSHByYUY5NVZsRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Andi Djunaedi		2 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT25CT2FYQmZhRzFoZGtaUFZGVk5TemhTVkVsNVdWRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Jamprong Suprianto		4 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2sxRVNGSTFVa2szY2xOUk4zUm9lVE0wUms1RVdrRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Renaldy Dwi Purnama		4 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2paa05VMTFVR1kzTFY5R1pFZ3hVVUUyTjNkT1EyYxAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Evi Tania		5 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT21OeU9HNTZSRkpLT0dsVWRWWnJWR1JVYlhjM01sRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Yosi Vaselia		5 bulan lalu	4 bintang	Ci9DQUlRQUNvZENodHljRjlvT2tGYVIySkZPRzV0TWxscVNGRm1RWGc1V1ZSc2RsRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Jajang Nurdin		5 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT21KcGFFeHRRM1ZqVjJkTVJHeElNbmRmWW10NFZFRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Arif Sofian		7 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT21kWlNWQTFUbGRFVlZOb2RrVTBValEzT1UxaGNFRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
Ferdiansyah Irawan		8 bulan lalu	5 bintang	Ci9DQUlRQUNvZENodHljRjlvT2kxVWEzQkdZMlZ1WXpFeE5uTlZVa3BsVkdkNldVRRAB	-6.540982	107.834607	https://www.google.com/maps/place/PT+VINFAST+AUTOMOBILE+INDONESIA+PLANT/data=!4m7!3m6!1s0x2e693b000d0c790f:0xd220a6df32997e4f!8m2!3d-6.5409822!4d107.8346119!16s%2Fg%2F11yj2wbtsx!19sChIJD3kMDQA7aS4RT36ZMt-mINI?authuser=0&hl=id&rclk=1	FR7V+2F, Wanasari, Kec. Cipunagara, Kabupaten Subang, Jawa Barat 41285		14/08/2026 10:43:58
